date,load,temp,humidity,pressure,wind_speed,clouds_all,hour,day_of_week,month,is_weekend,sin_hour,cos_hour,sin_dow,cos_dow,sin_doy,cos_doy
2014-12-31 23:00:00+00:00,-0.6983044172185326,-2.4657001392599773,1.005777393329877,0.0561495990045347,-0.3303627001937649,-1.4099352912522451,23,2,12,0,-0.2588190451025215,0.965925826289068,0.9749279121818236,-0.2225209339563143,-0.0043005927029819,0.9999907524084426
2015-01-01 00:00:00+00:00,-0.9194117328990424,-2.4627527990384928,1.005777393329877,0.0327117167441864,-0.3303627001937649,-1.4099352912522451,0,3,1,0,0.0,1.0,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 01:00:00+00:00,-1.2827067042265403,-2.5201470022331924,0.9788242692360952,0.1030253635252445,-0.0343484583145386,-1.4099352912522451,1,3,1,0,0.2588190451025207,0.9659258262890684,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 02:00:00+00:00,-1.6019124800045843,-2.52148883134521,0.9788242692360952,0.0795874812648963,-0.0343484583145386,-1.4099352912522451,2,3,1,0,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 03:00:00+00:00,-1.8272082692622929,-2.513657302545982,0.9788242692360952,0.0795874812648963,-0.0343484583145386,-1.4099352912522451,3,3,1,0,0.7071067811865476,0.7071067811865476,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 04:00:00+00:00,-1.906348375273562,-2.530574584382302,1.019253955376767,0.173339010306316,-0.0343484583145386,-1.4099352912522451,4,3,1,0,0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 05:00:00+00:00,-1.8832015476100987,-2.525800552428492,1.019253955376767,0.173339010306316,-0.0343484583145386,-1.4099352912522451,5,3,1,0,0.9659258262890684,0.2588190451025207,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 06:00:00+00:00,-1.8022978737768516,-2.4858041568154663,0.9923008312829862,0.1967768925666776,-0.0343484583145386,-1.4099352912522451,6,3,1,0,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 07:00:00+00:00,-1.864684085479328,-2.2572334990269387,0.9249180210485324,0.3374041861288072,-0.7743840630126045,-1.4099352912522451,7,3,1,0,0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 08:00:00+00:00,-1.7449819195625615,-2.228977891300319,0.9114414590016416,0.3374041861288072,-0.7743840630126045,-1.4099352912522451,8,3,1,0,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 09:00:00+00:00,-1.389402557456218,-2.0857014206865503,0.5880039698762639,0.3374041861288072,-0.7743840630126045,-1.4099352912522451,9,3,1,0,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 10:00:00+00:00,-1.1034841243180114,-1.112057379856775,0.33194929098534,0.3842799506495304,-0.478369821133378,-1.4099352912522451,10,3,1,0,0.4999999999999999,-0.8660254037844387,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 11:00:00+00:00,-0.9743027813581124,-1.0071214859970536,0.1163242982350879,0.3842799506495304,-0.478369821133378,-1.4099352912522451,11,3,1,0,0.258819045102521,-0.9659258262890682,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 12:00:00+00:00,-0.8464441142646968,-1.048667880720084,0.2645664807508863,0.3842799506495304,-0.478369821133378,-1.4099352912522451,12,3,1,0,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 13:00:00+00:00,-0.8554823993523347,-0.81980665230937,-0.9887537896099532,1.9077422975726877,-0.3303627001937649,-1.4099352912522451,13,3,1,0,-0.2588190451025208,-0.9659258262890684,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 14:00:00+00:00,-1.1076725978952096,-0.7439755262930522,-1.1100428480319695,2.024931708874469,-0.478369821133378,-1.4099352912522451,14,3,1,0,-0.4999999999999997,-0.8660254037844388,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 15:00:00+00:00,-1.198055448771589,-1.2450693348198545,-0.0723475704213822,2.024931708874469,-0.3303627001937649,-1.3635923711259537,15,3,1,0,-0.7071067811865471,-0.7071067811865479,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 16:00:00+00:00,-1.0904778116309226,-0.976933366789132,-0.584456928203231,2.1889968846969468,-0.3303627001937649,-1.3867638311890995,16,3,1,0,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 17:00:00+00:00,-0.4641907888509339,-1.285717996426569,0.0489414880006342,2.23587264921767,-0.3303627001937649,-1.3520066410943807,17,3,1,0,-0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 18:00:00+00:00,-0.1174292658544811,-1.469885126269713,0.1298008602819789,1.1108543007205798,-0.3303627001937649,-1.2245636107470792,18,3,1,0,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 19:00:00+00:00,0.1016940360263033,-1.8131375033236692,0.9114414590016416,1.321795241063781,-0.3303627001937649,-1.2245636107470792,19,3,1,0,-0.9659258262890684,0.2588190451025203,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 20:00:00+00:00,0.2244824456315316,-2.0317715132083363,1.1270664517518936,0.3842799506495304,-0.478369821133378,-1.1318777704944962,20,3,1,0,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 21:00:00+00:00,0.1054416176480069,-2.0224177412988364,1.1001133276581117,0.3842799506495304,-0.478369821133378,-1.3635923711259537,21,3,1,0,-0.7071067811865477,0.7071067811865474,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 22:00:00+00:00,-0.3868142506616427,-2.2227241176108232,1.1270664517518936,0.4311557151702402,-0.7743840630126045,-1.1666349605892148,22,3,1,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-01 23:00:00+00:00,-0.3268529447143858,-2.2246852524668497,1.1270664517518936,0.4311557151702402,-0.6263769420729912,-1.2940779909365163,23,3,1,0,-0.2588190451025215,0.965925826289068,0.4338837391175582,-0.900968867902419,0.0172015754182605,0.9998520419557736
2015-01-02 00:00:00+00:00,-0.7975051072048033,-2.2516684210807814,1.1405430137987846,0.4311557151702402,-0.7743840630126045,-1.2245636107470792,0,4,1,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.034398060613608,0.9994082116062598
2015-01-02 01:00:00+00:00,-1.1768926349078517,-2.3128747373635954,1.1674961378925657,0.3608420683891688,-0.6263769420729912,-1.4099352912522451,1,4,1,0,0.2588190451025207,0.9659258262890684,-0.433883739117558,-0.9009688679024191,0.034398060613608,0.9994082116062598
2015-01-02 02:00:00+00:00,-1.3254732239095104,-2.3315180954332155,1.1674961378925657,0.3608420683891688,-0.6263769420729912,-1.4099352912522451,2,4,1,0,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.034398060613608,0.9994082116062598
2015-01-02 03:00:00+00:00,-1.4233512380292974,-2.330620362316901,1.1809726999394563,0.3842799506495304,-0.6263769420729912,-1.2940779909365163,3,4,1,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.034398060613608,0.9994082116062598
2015-01-02 04:00:00+00:00,-1.4299646173617155,-2.404987359347388,1.1405430137987846,0.4545935974305885,-0.7743840630126045,-1.340420911062808,4,4,1,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.034398060613608,0.9994082116062598
2015-01-02 05:00:00+00:00,-1.3838914080125364,-2.4106036124180497,1.1540195758456746,0.4545935974305885,-0.7743840630126045,-1.2593208008417978,5,4,1,0,0.9659258262890684,0.2588190451025207,-0.433883739117558,-0.9009688679024191,0.034398060613608,0.9994082116062598
2015-01-02 06:00:00+00:00,-1.218556924702085,-2.3716714859197268,1.1270664517518936,0.4545935974305885,-0.7743840630126045,-1.270906530873371,6,4,1,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.034398060613608,0.9994082116062598
2015-01-02 07:00:00+00:00,-1.0699763357004266,-2.114244129535394,1.0731602035643308,0.5717830087323699,-0.6263769420729912,-1.1666349605892148,7,4,1,0,0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191,0.034398060613608,0.9994082116062598
2015-01-02 08:00:00+00:00,-0.5993241732100092,-2.090160595518408,1.05968364151744,0.5952208909927315,-0.6263769420729912,-1.155049230557642,8,4,1,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.034398060613608,0.9994082116062598
2015-01-02 09:00:00+00:00,-0.137930741784977,-1.9446454300513007,0.7631992764858432,0.5952208909927315,-0.6263769420729912,-1.1782206906207875,9,4,1,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.034398060613608,0.9994082116062598
